Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
sp|Q9I3N0|CCMH_PSEAE,Q9I3N0,ccmH,4,4,226.75,0.00169831,0.000920992,1.430955143,0.987668938,0.698833926,-0.5,LB,CL,17605,Cytochrome c-type biogenesis protein CcmH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ccmH PE=1 SV=1,Q9I3N0,603960.4675,623049.7005,450389.8363,632587.8072,587073.719,797208.1312,887625.7757,828321.9562,803296.2135
tr|Q9I2D9|Q9I2D9_PSEAE,Q9I2D9,PA1965,2,2,168.66,0.001725711,0.000934728,1.804292121,0.987290656,0.554233978,-0.9,LB,CL,11424,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1965 PE=4 SV=1,Q9I2D9,185315.7746,158064.1776,146309.7114,193705.7252,109953.5286,293235.5563,275739.4102,323814.8626,252356.7317
tr|Q9HZ61|Q9HZ61_PSEAE,Q9HZ61,PA3173,4,4,272.08,0.001756623,0.00095033,1.413380324,0.986860064,0.707523646,-0.5,LB,CL,26315,Probable short-chain dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3173 PE=4 SV=1,Q9HZ61,1125440.888,1052278.874,871788.6049,910694.1289,912695.1312,1493960.829,1381655.795,1444629.052,1189560.428
tr|Q9I2A9|Q9I2A9_PSEAE,Q9I2A9,dhcB,6,6,507.05,2.39677E-07,3.1806E-06,4.28,1,0.23,-2.1,LB,CL,23343,"DhcB, dehydrocarnitine CoA transferase, subunit B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dhcB PE=4 SV=1",Q9I2A9,1430643.851,1102892.454,1593859.026,1318702.666,1442196.002,5570704.445,6207675.477,6230499.31,5575818.024
tr|Q9HYH9|Q9HYH9_PSEAE,Q9HYH9,PA3426,5,5,398.63,0.00177256,0.000956658,1.369024854,0.986636524,0.730446929,-0.5,LB,CL,27210,Probable enoyl CoA-hydratase/isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3426 PE=3 SV=1,Q9HYH9,373751.7023,396088.8465,310676.7227,335722.4096,399939.6012,547350.2814,481156.8992,458064.6833,502543.7971
tr|Q9I5U9|Q9I5U9_PSEAE,Q9I5U9,PA0588,39,39,4260.97,0.001778585,0.000958763,1.236823723,0.986551753,0.808522655,-0.3,LB,CL,73962,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0588 PE=4 SV=1,Q9I5U9,104224713.7,89055398.94,84160856.07,91351752.43,87448335.43,113252161.1,117881939.8,111659234.2,108638474.5
tr|Q9HZU7|Q9HZU7_PSEAE,Q9HZU7,PA2900,8,8,950.96,0.00179346,0.000964477,1.511012536,0.986341817,0.661807878,-0.6,LB,CL,29949,Probable outer membrane protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2900 PE=3 SV=1,Q9HZU7,2447293.733,2131999.112,1726379.247,2644841.966,1976710.023,3423127.568,3284099.931,3310708.597,3191001.958
sp|Q9HTX5|GCST_PSEAE,Q9HTX5,gcvT,7,6,462.55,0.001806892,0.000969389,1.753672851,0.986151504,0.570231785,-0.8,LB,CL,38940,Aminomethyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=gcvT PE=3 SV=1,Q9HTX5,609650.8302,475822.4391,543741.1183,505895.8761,459307.5741,1089611.791,913919.7618,982701.7641,653574.7845
tr|Q9HYX1|Q9HYX1_PSEAE,Q9HYX1,PA3270,4,4,383.46,4.52427E-06,1.76385E-05,4.28,1,0.23,-2.1,LB,CL,21944,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3270 PE=1 SV=1,Q9HYX1,378548.657,324044.696,366589.8532,234493.5399,312165.9011,1512425.548,1460538.777,1458909.388,1104450.415
tr|Q9I5A0|Q9I5A0_PSEAE,Q9I5A0,PA0840,7,7,352.5,0.001825364,0.000976976,1.243774364,0.985888613,1.243774364,0.3,CL,LB,40366,Probable oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0840 PE=4 SV=1,Q9I5A0,782455.4355,790213.306,742458.4563,866035.224,833577.0445,720339.7114,624308.1355,607919.0923,629727.4601
tr|Q9I1K7|Q9I1K7_PSEAE,Q9I1K7,PA2266,3,3,262.33,0.001827934,0.000977192,1.634895515,0.985851934,0.611659883,-0.7,LB,CL,47110,Probable cytochrome c OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2266 PE=4 SV=1,Q9I1K7,212379.8449,262734.2692,237617.446,277474.6888,278655.5139,334453.1919,385854.0968,421555.4359,517702.3995
tr|Q9HVX4|Q9HVX4_PSEAE,Q9HVX4,PA4441,10,10,670.62,0.001834312,0.000979442,1.467663612,0.985760793,0.681355041,-0.6,LB,CL,16408,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4441 PE=4 SV=1,Q9HVX4,9104886.471,8705843.954,8430431.278,11260196.78,8502688.315,15225757.22,14146067.39,12996551.71,11646396.07
sp|Q9HUN4|ALR1_PSEAE,Q9HUN4,alr,7,7,875.58,0.001857792,0.000990806,1.347802292,0.98542396,0.741948582,-0.4,LB,CL,38629,"Alanine racemase, biosynthetic OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=alr PE=1 SV=1",Q9HUN4,2181249.532,2589823.495,2452558.44,1893890.375,2308308.639,3069165,3216907.199,3050039.239,2983696.971
tr|Q9I514|Q9I514_PSEAE,Q9I514,purN,1,1,21.2,0.329681999,0.072916722,1.144148115,0.150106967,0.874012715,-0.2,LB,CL,24833,Phosphoribosylglycinamide formyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=purN PE=3 SV=1,Q9I514,19044.44658,5366.06879,91249.59047,6096.094714,21007.93828,29111.97613,23313.19031,52818.04002,25431.44979
tr|Q9I1S1|Q9I1S1_PSEAE,Q9I1S1,PA2196,2,2,151.31,0.001860116,0.000990874,1.512278377,0.985390509,0.661253917,-0.6,LB,CL,22018,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2196 PE=1 SV=1,Q9I1S1,193189.4718,201039.3616,219494.0346,142692.1862,163542.2993,277283.7493,273770.7263,280852.601,281078.2138
tr|Q9HWM9|Q9HWM9_PSEAE,Q9HWM9,PA4152,1,1,17.52,0.234679486,0.054811769,1.146523309,0.205553962,0.872202067,-0.2,LB,CL,40377,Probable hydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4152 PE=4 SV=1,Q9HWM9,633438.138,555757.426,539546.7215,692986.0486,720244.8955,547872.4505,805997.5532,752179.5456,775826.8848
tr|Q9I2U9|Q9I2U9_PSEAE,Q9I2U9,ppiB,9,9,638.96,0.001874959,0.000996849,1.542154863,0.985176378,0.648443308,-0.6,LB,CL,18115,Peptidyl-prolyl cis-trans isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ppiB PE=3 SV=1,Q9I2U9,11972225,10318257.75,8241034.546,12706856.74,9381622.245,17079139.61,16628895.05,15445468.24,15765043.61
tr|G3XCX1|G3XCX1_PSEAE,G3XCX1,narG,2,2,180.91,0.003986906,0.001811544,4.29,0.950388487,0.23,-2.1,LB,CL,141625,Respiratory nitrate reductase alpha chain OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=narG PE=3 SV=1,G3XCX1,11330.0742,17063.32479,2639.85619,13596.28007,8508.076147,60305.6903,43817.15883,39092.39782,39211.78902
tr|Q9I297|Q9I297_PSEAE,Q9I297,liuB,21,21,2722.88,0.001902411,0.001009828,1.265676058,0.984778263,0.790091583,-0.3,LB,CL,57968,"Methylcrotonyl-CoA carboxylase, beta-subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=liuB PE=1 SV=1",Q9I297,34155302.13,35586648.92,30441942.65,36542047.73,33043489.47,44959437.11,41689624.36,39127406.27,46122015.51
tr|Q9I2Q9|Q9I2Q9_PSEAE,Q9I2Q9,PA1836,1,1,37.03,0.383152267,0.083233272,1.148620689,0.128560612,0.870609427,-0.2,LB,CL,21474,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1836 PE=1 SV=1,Q9I2Q9,30358.34538,23440.99639,20211.81454,10364.24419,25829.17275,23880.14345,27433.19992,25115.82684,24837.43205
tr|Q9I754|Q9I754_PSEAE,Q9I754,PA0078,2,2,42.8,0.001934126,0.001025457,1.610140305,0.984314991,1.610140305,0.7,CL,LB,49112,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0078 PE=1 SV=1,Q9I754,141857.2305,118046.1077,112850.3326,172509.784,132960.513,90429.92304,92722.31019,80312.96639,73511.13258
tr|Q9I6D8|Q9I6D8_PSEAE,Q9I6D8,pfpI,7,6,1033.09,0.001941565,0.001028193,1.343266406,0.984205816,0.744453964,-0.4,LB,CL,19291,Protease PfpI OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pfpI PE=4 SV=1,Q9I6D8,20462350.49,18483239.26,15991579.64,20173101.46,18701505.78,26223366.53,26148070.09,22205022.5,26234907.28
tr|Q9I0Q9|Q9I0Q9_PSEAE,Q9I0Q9,PA2577,1,1,129.84,0.027055619,0.008813933,1.151866581,0.673298899,0.868156101,-0.2,LB,CL,16620,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2577 PE=4 SV=1,Q9I0Q9,282621.5532,251812.3259,252341.3668,239638.8436,232098.6059,292666.5571,300035.4507,258925.9656,308082.9994
sp|Q9I2Q2|METH_PSEAE,Q9I2Q2,metH,9,8,791.02,0.001944089,0.001028322,1.377289922,0.984168733,0.726063543,-0.5,LB,CL,135834,Methionine synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=metH PE=3 SV=1,Q9I2Q2,856038.5051,756323.8938,597685.1126,771740.844,726801.327,1011535.628,1065137.156,1002692.615,1006877.155
tr|Q9HTW6|Q9HTW6_PSEAE,Q9HTW6,pepP,7,7,908.8,0.001946667,0.00102848,1.549783913,0.984130846,0.645251245,-0.6,LB,CL,50021,Aminopeptidase P OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pepP PE=4 SV=1,Q9HTW6,2875269.196,2275838.05,2430891.111,1911505.505,2276130.05,3493347.522,3799016.268,4169506.719,3130440.93
tr|Q9I4H8|Q9I4H8_PSEAE,Q9I4H8,PA1159,6,6,529.86,0.001954087,0.001031193,1.604450739,0.98402164,0.623266253,-0.7,LB,CL,7720,Probable cold-shock protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1159 PE=4 SV=1,Q9I4H8,25122854.41,26313973.71,17174026.99,26579011.59,26103767.8,42243961.41,39254345.55,35099698,39089724.27
sp|P09591|EFTU_PSEAE,P09591,tufA,40,40,6139.43,0.001960695,0.001033471,1.359780581,0.983924225,0.735412768,-0.4,LB,CL,43684,Elongation factor Tu OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=tufA PE=1 SV=2,P09591,1338153604,1113463127,1220421339,1072837896,1234127922,1671251566,1740105717,1704403195,1388346224
sp|P28811|MMSB_PSEAE,P28811,mmsB,10,9,1142.08,3.31208E-08,1.49439E-06,4.29,1,0.23,-2.1,LB,CL,30695,3-hydroxyisobutyrate dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mmsB PE=1 SV=1,P28811,6517335.855,5643820.129,4905565.73,5814051.48,5209292.069,23422904.43,23822465.76,24185007.73,25063502.93
sp|O54439|ACP1_PSEAE,O54439,acpP1,3,3,271.83,0.002007716,0.00105456,1.591439746,0.983226935,0.628361836,-0.7,LB,CL,8735,Acyl carrier protein 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=acpP1 PE=3 SV=4,O54439,141928158.4,96005939.99,137352408,141889983.4,110097363.6,210921856.9,216411604.7,175779013.3,195502358.7
sp|P20586|PHHY_PSEAE,P20586,pobA,3,3,137.85,1.06641E-05,2.80815E-05,4.35,1,0.23,-2.1,LB,CL,44581,p-hydroxybenzoate hydroxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pobA PE=1 SV=1,P20586,34106.12228,31320.05936,28518.43316,33847.47632,30935.62585,109515.1321,153030.17,102734.7597,187180.7105
sp|Q9HVH7|MSCL_PSEAE,Q9HVH7,mscL,6,6,478.65,0.002040683,0.001069386,1.337383104,0.982733838,0.747728902,-0.4,LB,CL,14423,Large-conductance mechanosensitive channel OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mscL PE=3 SV=1,Q9HVH7,11312874.91,11892905.48,10102540.65,13833236.54,11068545.12,14807494.08,16280312.75,15146668,16044891.41
tr|Q9I6E9|Q9I6E9_PSEAE,Q9I6E9,PA0344,1,1,89.85,0.561039849,0.114386392,1.157463074,0.083286318,0.863958447,-0.2,LB,CL,50122,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0344 PE=4 SV=1,Q9I6E9,154214.8581,122241.394,92334.61074,72603.92887,111006.5128,180404.8948,147684.5043,81021.80049,102396.0901
tr|Q9HUW8|Q9HUW8_PSEAE,Q9HUW8,PA4842,11,11,1045.13,0.002059615,0.001078055,1.294545441,0.982449147,1.294545441,0.4,CL,LB,39964,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4842 PE=4 SV=1,Q9HUW8,9389700.919,10180099.15,8203435.534,10666232.26,9679517.385,7600692.279,7677208.93,7020960.838,7437589.824
tr|Q9I0U7|Q9I0U7_PSEAE,Q9I0U7,PA2537,2,2,152.43,0.002128059,0.001109986,1.385655237,0.981411086,1.385655237,0.5,CL,LB,23191,Probable acyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2537 PE=4 SV=1,Q9I0U7,242418.48,249223.8025,210742.2435,225374.0795,218842.2769,140793.6049,156889.4147,168990.7228,195309.615
tr|Q9HVB9|Q9HVB9_PSEAE,Q9HVB9,PA4676,8,8,401.01,0.00213046,0.001109986,1.591414869,0.981374431,0.628371658,-0.7,LB,CL,24607,Carbonic anhydrase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4676 PE=1 SV=1,Q9HVB9,1051166.679,941118.4331,1370768.467,847992.5516,920123.8126,1779659.801,1664595.71,1469496.843,1618903.763
sp|Q9HWC7|RL10_PSEAE,Q9HWC7,rplJ,8,8,778.6,0.002175277,0.001132029,1.531416558,0.98068725,0.652990197,-0.6,LB,CL,17623,50S ribosomal protein L10 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rplJ PE=3 SV=1,Q9HWC7,16513203.78,16335091.06,13308801.45,18224231,16048369.7,27395009.96,26151506.76,25580624.15,19409954.89
tr|Q9I398|Q9I398_PSEAE,Q9I398,PA1624,5,5,504.25,0.002189802,0.001138275,1.431009302,0.980463372,0.698807477,-0.5,LB,CL,29630,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1624 PE=4 SV=1,Q9I398,445945.619,382769.0932,324753.3253,312141.1699,360141.0943,476474.788,519738.2574,538977.1503,554942.3356
tr|Q9HXL6|Q9HXL6_PSEAE,Q9HXL6,PA3779,4,4,219.5,0.002214816,0.001149953,1.556622891,0.980076537,0.642416352,-0.6,LB,CL,37673,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3779 PE=4 SV=1,Q9HXL6,360882.5086,354106.7805,272825.2436,457235.2499,332778.5494,509533.9876,571852.3863,568483.1057,564057.1434
tr|Q9I385|Q9I385_PSEAE,Q9I385,PA1640,2,2,179.55,0.002219096,0.001150851,1.334266409,0.980010184,0.749475512,-0.4,LB,CL,37815,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1640 PE=4 SV=1,Q9I385,246521.0012,212250.5469,222935.0155,200515.4545,228823.039,262204.3544,326072.1296,278227.9799,319439.6148
sp|Q59641|PPIA_PSEAE,Q59641,ppiA,7,6,368.39,0.00225651,0.001164898,1.633907226,0.979428223,0.612029853,-0.7,LB,CL,20149,Peptidyl-prolyl cis-trans isomerase A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ppiA PE=3 SV=2,Q59641,2747602.256,2536723.28,2430853.888,2594000.397,2533472.63,5138657.126,4448013.385,4179743.406,3020548.2
tr|Q9I0D6|Q9I0D6_PSEAE,Q9I0D6,PA2706,2,2,156.5,0.002267549,0.001169259,1.866543684,0.979255856,0.535749583,-0.9,LB,CL,14618,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2706 PE=4 SV=1,Q9I0D6,308999.9833,219127.5535,265807.8811,155039.4741,238393.0736,388898.827,442183.7273,446620.3444,495316.443
tr|Q9HU11|Q9HU11_PSEAE,Q9HU11,PA5178,13,13,1693.55,0.002323959,0.001196979,1.586574855,0.978370526,1.586574855,0.7,CL,LB,15451,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5178 PE=4 SV=1,Q9HU11,125838253.1,128062586.5,124442562.1,144300843.5,136292734,72923607.92,82360376.84,66252108.27,110720265.2
tr|Q9HUT9|Q9HUT9_PSEAE,Q9HUT9,PA4874,4,4,311.93,0.000616857,0.000417274,4.49,0.998761212,0.22,-2.2,LB,CL,14765,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4874 PE=4 SV=1,Q9HUT9,189032.0216,144351.372,121160.7092,375393.3043,192476.3667,1291999.809,977671.1166,818881.2423,584361.5108
sp|Q9I5R7|SPED_PSEAE,Q9I5R7,speD,5,5,785.7,0.002345807,0.001205479,1.754768489,0.978025672,0.569875745,-0.8,LB,CL,30573,S-adenosylmethionine decarboxylase proenzyme OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=speD PE=3 SV=1,Q9I5R7,2921637.049,1918319.195,2798201.156,1865258.375,2560837.831,4290356.207,4647288.739,4556464.176,3441868.54
tr|Q9HXU9|Q9HXU9_PSEAE,Q9HXU9,PA3691,7,7,835.97,0.002420683,0.00124113,1.427536775,0.976835918,0.700507348,-0.5,LB,CL,14516,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3691 PE=4 SV=1,Q9HXU9,38479581.25,37676501,33158816.56,45821818.99,35001997.71,61429822.83,56399688.73,49050870.37,50263624.99
sp|P47203|FTSA_PSEAE,P47203,ftsA,11,11,891.42,0.002425335,0.001242104,1.344412736,0.976761618,1.344412736,0.4,CL,LB,44960,Cell division protein FtsA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ftsA PE=3 SV=2,P47203,7035024.721,6479997.266,5880672.194,7725454.21,7554197.712,5122424.38,5038017.354,4856998.169,5616310.529
tr|Q9I249|Q9I249_PSEAE,Q9I249,PA2066,3,3,225.49,0.002432975,0.001244604,1.6977812,0.976639494,0.589004048,-0.8,LB,CL,24188,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2066 PE=4 SV=1,Q9I249,468149.4027,334666.0529,314304.4077,265890.9003,406290.6393,671030.3328,612939.8301,545178.9869,601124.6763
tr|Q9I6H3|Q9I6H3_PSEAE,Q9I6H3,PA0318,5,5,591.96,0.002438875,0.001246209,1.65558493,0.976545093,0.604016129,-0.7,LB,CL,23943,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0318 PE=4 SV=1,Q9I6H3,7628110.814,6593425.252,6719335.786,4420285.313,6933582.509,10373924.02,10399803.24,11980219.93,10019400.26
tr|Q9HWL1|Q9HWL1_PSEAE,Q9HWL1,PA4170,2,2,179.91,0.00050509,0.000364169,4.49,0.999289008,0.22,-2.2,LB,CL,33169,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4170 PE=4 SV=1,Q9HWL1,108759.4863,61505.16729,72792.6062,28177.40479,88102.97597,318598.3239,315367.077,325580.7369,332428.0817
tr|Q9HVR7|Q9HVR7_PSEAE,Q9HVR7,PA4504,1,1,20.22,0.415026089,0.089042674,1.163015556,0.117912966,0.859833727,-0.2,LB,CL,32518,Probable permease of ABC transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4504 PE=3 SV=1,Q9HVR7,62284.59197,34172.73826,60271.63759,20158.65413,68155.25426,45613.23799,58814.10004,56906.02012,66657.5834
tr|Q9HXR1|Q9HXR1_PSEAE,Q9HXR1,PA3731,10,9,1058.58,0.002495185,0.001269911,1.376886175,0.975640769,0.726276448,-0.5,LB,CL,24878,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3731 PE=4 SV=1,Q9HXR1,8774629.973,8511227.856,6679036.179,9351817.264,8250956.502,11227688.06,12209612.01,11816611.42,10533246.18
tr|G3XDA4|G3XDA4_PSEAE,G3XDA4,PA0653,4,4,304.98,0.002499334,0.001269911,1.620985223,0.975573892,0.61690877,-0.7,LB,CL,15398,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0653 PE=4 SV=1,G3XDA4,374475.1714,408298.4857,471907.6873,569352.7303,419798.4782,836777.623,798782.8906,668658.3101,605556.7057
sp|Q9HV67|G6PI_PSEAE,Q9HV67,pgi,10,10,674.32,0.002505849,0.001271789,1.159236708,0.975468829,1.159236708,0.2,CL,LB,62134,Glucose-6-phosphate isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pgi PE=3 SV=1,Q9HV67,2663993.584,2962039.864,2722595.208,2956615.099,2690737.786,2506264.959,2483540.749,2295572.063,2373378.851
tr|Q9I669|Q9I669_PSEAE,Q9I669,PA0449,4,3,136.5,0.002512175,0.001273567,1.401114491,0.97536673,0.713717549,-0.5,LB,CL,19884,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0449 PE=4 SV=1,Q9I669,1333717.04,1145505.665,1248557.918,1557310.409,1301793.799,2111079.129,1879882.358,1736292.182,1655930.159
